edad,ingreso,egreso,intentos,duracion,i_juego,pca_0,pca_1,cluster,perfil
38.408486893033526,21642.023154161056,227.93872445741,1,75.91388457720481,1,-0.21217062286653993,-0.20027284273134624,2,CASUAL
40.65648724381482,19501.43324647871,475.3016073965942,19,96.92689534542025,4,-1.374972308036576,0.25335576775297014,2,CASUAL
51.656534379123315,11838.025962849963,13901.039803946514,149,74.72503745497781,0,1.3557494082393005,-1.3480415812827287,0,CASUAL
49.684391194456445,2745.6098488248476,8560.713318800523,129,64.65434260824104,0,0.9858847955263924,-1.8713524900308813,0,CONSERVADOR
47.79662670157961,25138.908385041537,15002.387824117526,1,81.9956518233268,2,-0.2753544133356003,-0.15102551949987372,2,CASUAL
38.00122765402082,28255.307921411575,42134.701632914774,440,220.41027133349837,0,4.038351824936903,2.3580115993301907,0,ARRIESGADO
39.69325440226376,17984.09368989629,105.61177622040123,21,108.24052149435282,4,-1.3884629091791925,0.3954770248683445,2,CASUAL
43.00887617242748,25399.645628758328,87108.07906566694,2,118.6487998838998,2,1.066939675307305,1.1218282581336068,0,CASUAL
40.09027717434153,42604.03365296027,42.0914717511223,13,209.80735725472664,3,-0.6264188526179569,2.9869300211685945,1,ARRIESGADO
43.55986652519707,19783.43813015974,21731.475921690562,142,71.34073595157537,0,1.5322463682565828,-0.6078807063871964,0,CASUAL
52.5094459718968,18126.73779428632,273.65786410420696,16,80.39022463112717,4,-1.3788284981819314,-0.5964522902255772,2,CASUAL
41.810430109004045,27823.5367557765,8128.379291773355,2,97.4191361571144,2,-0.37489924828036275,0.43388563419502785,2,CASUAL
33.81304398854427,7265.728450597363,5205.728450597363,206,103.17425683781309,0,1.4499448127581975,-0.4064517652712109,0,CASUAL
44.248794120261685,31805.824315556092,6001.117136986864,2,169.74520646301164,1,0.1083519785363566,1.4958438552309925,1,ARRIESGADO
46.4242558501294,11354.543384694123,12588.307898174222,7,38.98198261383509,4,-1.3473295408832404,-1.1927820335480068,2,CONSERVADOR
33.52762858759765,10820.413375230932,6941.70679150658,4,72.18605830153422,3,-1.089626039559193,-0.27986532058350927,2,CASUAL
42.54796658314805,16651.486604745896,15651.486604745896,1,73.76681819471014,1,0.0187535827591067,-0.5503098721513876,2,CASUAL
22.4846501401213,7978.467565080711,10.94516759160797,12,184.02728806778185,3,-1.197426232192413,1.7483433781266755,1,ARRIESGADO
38.622484975465895,8123.597842246344,82.29702822606487,6,90.73711078939118,3,-1.212723731795106,-0.39711111812325195,2,CASUAL
44.19416777957049,18516.308932340016,17266.308932340016,125,62.56584823319607,0,1.3183704844411293,-0.85452732781947,0,CASUAL
38.408486893033526,21642.023154161056,806.8187198348594,13,68.64841162761778,4,-1.4000708738760466,0.025194781845868063,2,CASUAL
43.57949272870817,3846.2809685752272,9102.198640117618,105,52.76646664044659,0,0.8238155655253202,-1.7162401908977292,0,CONSERVADOR
33.01698855299213,8430.803906167806,718.9166570943726,4,188.85886452723008,2,-0.762601274596404,1.267228859774358,1,ARRIESGADO
49.743472978718,39967.047287743604,2508.319237230862,9,144.01241816066852,3,-0.6359746016797493,1.438265055935164,1,ARRIESGADO
54.55832355167165,14727.736616602982,398.2293202242399,1,66.43282925981569,2,-0.671539292673398,-1.281361469239263,2,CONSERVADOR
54.830333962592405,2611.0534283732923,111.05342837329226,6,94.43628361176616,3,-1.2241462782188013,-1.3258491646448696,2,CONSERVADOR
22.4846501401213,7978.467565080711,93.39005211271387,9,141.47353172454754,3,-1.2349040187233378,1.0967320669556775,1,ARRIESGADO
51.68316866741527,4698.253342892608,467.6931718593687,14,73.39497435884319,4,-1.5822836845534605,-1.2975548567419801,2,CONSERVADOR
52.538687788376365,28244.774699741032,27244.774699741032,1,115.09106946803831,1,0.45282917604977774,0.260634065759638,0,CASUAL
39.5107958667778,29884.717490741205,31353.854512724385,187,93.83953587030005,0,2.142336764577895,0.44315718459984665,0,CASUAL
33.15672661488336,12573.646297158724,9916.849606184438,2,134.89805700679827,1,-0.14677330927622295,0.5777781580648721,1,ARRIESGADO
35.02678531224099,29447.110033387096,1276.6107817837892,4,200.70442691031434,2,-0.44567510195433074,2.3530827397530847,1,ARRIESGADO
54.56601931056012,3978.2907218193973,46.02152368430052,15,78.40290012667077,4,-1.5800170547360253,-1.3869183998090093,2,CONSERVADOR
41.734823533812765,37918.19492058835,4823.316320858328,4,202.91942870319252,2,-0.23457367698426643,2.5095816124613086,1,ARRIESGADO
44.0479746074199,27364.64903945533,34717.922380222386,120,60.45896143976143,0,1.7303285299414375,-0.3444862370992659,0,CASUAL
44.700319929524575,42022.51181786405,15382.832879505619,3,149.88480614792468,2,-0.0008508931157392992,1.8272226435711512,1,ARRIESGADO
47.538164765496276,6684.1598470636345,2269.338543911363,4,66.90506792212453,3,-1.1814652046076017,-1.2147316049696917,2,CASUAL
39.51357871813802,13839.957087692092,212.89696917719436,13,203.4258093151895,3,-1.029960944091971,1.5605773783814403,1,ARRIESGADO
37.647830438999236,25579.04946654581,3131.662775433445,6,96.36843330772803,3,-0.9138741042597931,0.5759546822169903,2,CASUAL
29.818920247363415,5422.56810882246,99.06397279647081,25,127.30786685276342,4,-1.5675503900431613,0.5370753483400285,2,ARRIESGADO
44.700319929524575,42022.51181786405,39105.975764082505,475,237.9342701653391,0,4.4393536325040905,2.9427217071844605,0,ARRIESGADO
26.29602521252799,5386.713598101764,1906.7135981017636,348,174.38534818908178,0,2.3016548062001414,0.861481897351026,0,ARRIESGADO
60.188656236315396,19107.25062133685,24309.023707031687,190,95.41101027417089,0,1.96281008783702,-1.0150884460299063,0,CONSERVADOR
35.84692930056021,25429.055404429444,23429.055404429444,2,164.47337333472166,1,0.3065940880276921,1.6077072574035152,1,ARRIESGADO
39.69325440226376,17984.09368989629,21073.834403331086,213,106.59807022821322,0,1.9638707555756678,-0.008277657476677809,0,CASUAL
44.8816950552118,6257.473336757764,179.45592825322183,7,112.36929352985167,3,-1.1961543805866472,-0.43303040992683234,2,CASUAL
49.2614663969031,9547.569523151016,8547.569523151016,1,66.32546355039048,2,-0.6138125646321623,-1.2351676505922224,2,CONSERVADOR
48.32764977254117,7622.01874182114,361.46046342764635,21,109.6431767671495,4,-1.494017377968921,-0.4562790768852489,2,CONSERVADOR
47.538164765496276,6684.1598470636345,142.31714229034856,17,85.90641274206966,4,-1.5513455528854596,-0.8295214917087851,2,CASUAL
43.97089385737329,8590.61677121339,9919.588024362036,141,70.92997686223107,0,1.1522528826472103,-1.238897700899893,0,CONSERVADOR
33.81304398854427,7265.728450597363,390.33384811197516,21,107.49921819577628,4,-1.5561423609445328,0.14433785477695035,2,CASUAL
46.094031564412624,27077.293778309657,465.2109029904318,22,111.19089603449146,4,-1.2219246315262169,0.5845955664043894,2,CASUAL
