edad,ingreso,egreso,intentos,duracion,i_juego,perfil
46.4242558501294,11354.543384694123,2513.200785838247,9,49.59399993104978,4,CONSERVADOR
48.86186399174856,15212.435333717112,784.6905400574906,4,83.7983558509793,2,CASUAL
41.41064073757739,26929.23758713604,17130.97717724849,13,65.28733429863965,4,CASUAL
61.609524881479395,39753.89124173897,33912.80769367383,52,104.16945156734357,0,CASUAL
47.84603029813557,18312.34583027852,111933.78022906424,10,210.95114900312944,2,ARRIESGADO
51.88222711102285,25978.34959025992,459443.1350517694,58,117.48303608133426,0,CASUAL
48.07384218627414,28807.327363700188,151254.58336827555,5,100.939368150089,2,CASUAL
39.16463283292343,10953.16875580719,3519.480629389952,3,72.73454976523504,2,CASUAL
47.61989196783341,27386.679125122948,3156.0498523945316,5,115.89537025774274,2,CASUAL
29.307438726055366,12014.390044830521,8794.45677317229,31,62.0573032062675,0,CASUAL
31.735122149460594,7497.107548759988,2488.5484765765395,48,96.33565135579617,0,CASUAL
40.435740438564075,20414.559694209456,452.34570899071423,22,181.90264174524125,3,ARRIESGADO
46.77192329198988,23760.352109464162,843.6405421932935,11,235.70198113729506,2,ARRIESGADO
56.3115190530599,15449.26913149649,517.7256885424781,7,59.30584797530588,3,CONSERVADOR
35.3674631412121,21367.616842076794,1830.330666819641,8,65.36227358423935,3,CASUAL
49.3587577054744,39934.85353784858,190.94193133133604,16,130.84502656869898,3,ARRIESGADO
27.910082234507968,3382.1818419754404,376.26437308274035,21,108.11819096409886,4,CASUAL
43.59931279811334,24064.531671255012,236.56835374429312,23,119.95355254010158,4,CASUAL
33.15672661488336,16764.861729544966,43.46766591147798,21,168.66808984116884,3,ARRIESGADO
42.17371615592977,19804.23776982717,58.84871146078149,5,166.69596998791883,1,ARRIESGADO
28.94037239282597,30352.114138235993,4879.294287668101,4,134.5310155096432,1,ARRIESGADO
49.562708952022305,15029.053650488517,335.2455607034649,23,117.98072503712095,4,CASUAL
41.242500890180736,10845.128505342784,10784.713751637248,17,86.28634640889018,4,CASUAL
27.910082234507968,3382.1818419754404,264.6308461950432,21,107.99555517023987,4,CASUAL
31.5364243926276,17348.798417744416,12533.450264811194,51,103.43904158244867,0,CASUAL
52.42686221161618,21111.696581928336,220085.89634259362,8,68.72860696327449,3,CASUAL
35.84692930056021,33905.40720590593,166.62177614610664,24,194.1364901840225,3,ARRIESGADO
51.8007153286743,10918.509859199363,3188.615470149717,2,84.24068753771672,1,CONSERVADOR
47.538164765496276,6684.1598470636345,3048.8961806172697,32,64.11117132406926,0,CASUAL
23.47506555587696,16027.478088359017,68.17474617723599,37,186.70969374843756,4,ARRIESGADO
45.687883325259776,22944.207810789987,495.11810641907323,12,97.91597633938352,3,CASUAL
42.25122453434065,8508.044156454022,347.5652132814648,7,63.95270638837083,3,CASUAL
42.256034264776474,10835.334504933475,274.7551711122028,29,237.7107052814029,3,ARRIESGADO
42.933376968024334,22484.97484293577,285.7142717305844,23,117.1341409027242,4,CASUAL
39.360760684735276,11645.421957748007,8645.421957748007,3,100.77421960868034,1,CASUAL
34.95032846617896,24590.25230011871,60503.659176546236,19,156.6452011442562,3,ARRIESGADO
42.25122453434065,8508.044156454022,51475.76973298372,57,114.96705146798675,0,CASUAL
58.77257482867307,36554.757170813326,104.14693465851985,23,118.33268247668323,4,CASUAL
42.53184223058925,8878.098609790926,4259.618659128299,42,85.44126169057074,0,CASUAL
48.07384218627414,28807.327363700188,2681.745313832007,9,78.71365341143508,3,CASUAL
37.01937264758938,24924.925292217184,221.74135061150218,11,93.51701719137412,3,CASUAL
53.1234132997682,20972.59928278919,437.37383219085496,22,112.4366435759085,4,CASUAL
52.04474074043603,28176.42708741033,13218.698284189528,21,109.096602131173,4,CASUAL
42.256034264776474,10835.334504933475,90.8835923454717,20,167.43518846785935,3,ARRIESGADO
39.110294535293214,24479.598304668092,856.6930028400755,7,232.4064304893022,1,ARRIESGADO
34.15231228746918,31614.509660027026,479378.6812973407,4,132.5676952507892,1,ARRIESGADO
33.52762858759765,10820.413375230932,46193.544695496115,50,101.50358386392135,0,CASUAL
39.110294535293214,24479.598304668092,155.524042957878,15,121.56817253842847,3,ARRIESGADO
60.20166442206532,11325.555289775803,3298.4146292920677,11,90.14658074031706,3,CONSERVADOR
57.18985862132426,31240.626925120865,2662.678132312858,4,91.74945781358913,2,CASUAL
49.743472978718,53289.396383658146,275.25400188553726,34,173.86588703714867,4,ARRIESGADO
50.7954161557323,11628.166065004463,9673.07875024205,18,37.05799870013323,0,CONSERVADOR
52.94862667793218,2604.9806762748885,1604.9806762748885,1,55.10074779399971,1,CONSERVADOR
61.12193042812388,20049.226724910313,15790.159391263986,45,91.92981463717265,0,CASUAL
57.67298645054353,11976.5749999955,8128.616462096423,39,79.04105000750681,0,CASUAL
48.14271994506867,23384.157735471133,18878.12068063124,2,83.30210974726593,1,CASUAL
46.67942295401668,6479.604400880569,149.75433747021998,6,50.89533671431785,3,CONSERVADOR
20.56924214120685,1916.2407294524944,1.4835187345966006,55,111.90401011105656,0,CASUAL
60.340902893038646,37865.53291476288,960.1429882886587,3,113.20973450106217,1,CASUAL
32.48810126526805,6770.041422435982,726.4767331126835,7,221.3939329329096,1,ARRIESGADO
39.18149790183128,5236.654610067687,905.2393411898831,5,116.36434553728301,2,CASUAL
35.02678531224099,39262.81337784946,7.38161486597869,16,134.15229539414221,3,ARRIESGADO
31.290515299053922,14737.142577043218,79.60104131051048,7,159.74904879143577,2,ARRIESGADO
46.64441230229825,6869.539897901251,1023.3265648220489,51,102.92184425904068,0,CASUAL
58.166055958635525,19263.837024887263,51.63928659859994,14,115.36940072623644,3,CONSERVADOR
43.31573568369527,21826.907286329035,16589.796128082457,49,98.16235850836071,0,CASUAL
40.522285746477564,13801.808685118525,154.50521361028677,46,230.06747963653152,4,ARRIESGADO
40.98585571542985,6659.151605789726,258.98331042718746,10,80.43776795458642,3,CASUAL
40.65833479748409,22136.69951320719,17301.81682544471,43,86.52470546693812,0,CASUAL
63.687264568398085,13560.742553501728,226.67566231254204,13,106.185514693044,3,CONSERVADOR
26.048244069206813,6218.244934565649,1252.3935211916246,4,95.13204448903343,2,CASUAL
52.482156171872305,48924.709159923375,16172.347780968676,24,122.65299738683076,4,ARRIESGADO
46.302149541579695,12722.309823770753,333.7820893840917,16,82.60319313980428,4,CONSERVADOR
43.69555311015376,20359.64386279557,406.8680861603134,14,113.66317148369163,3,CASUAL
51.40218680419847,29728.940950073757,7902.646856871428,19,97.70032334296224,4,CASUAL
28.945902559840352,30825.905340087193,1533.1461470248742,15,124.75551238435204,3,ARRIESGADO
48.79400612078136,25196.109863218793,29910.17678678647,17,141.80160141139987,3,ARRIESGADO
31.735122149460594,7497.107548759988,4423.132114476745,33,67.993968703595,0,CASUAL
46.797515657713156,12993.930965055008,484.8895187561998,4,89.15910687774628,2,CASUAL
46.39978106114564,23426.13330894231,4345.6229044276015,4,82.98405647644469,2,CASUAL
47.787408560959996,26201.064072024146,7647.203869509753,5,117.57620107039169,2,CASUAL
38.40439911727704,5327.326430573984,485.5838860177448,13,109.27402519926646,3,CASUAL
40.723204018761955,5272.314611072592,2272.314611072592,3,109.1979214649065,1,CONSERVADOR
39.81296148461001,20189.02205937825,151.90194082351763,13,106.07910225940108,3,CASUAL
50.12982849598724,12908.182453212607,8454.042718805955,47,95.37131668163471,0,CASUAL
38.21113848377946,6203.8331729508045,3203.8331729508045,3,79.0534725360275,2,CASUAL
61.12193042812388,20049.226724910313,4486.720209328616,18,92.11090296013981,4,CASUAL
39.700859013663234,26123.913809801466,431.40771270559526,11,88.04664003107507,3,CASUAL
51.11123550055911,23245.278547904178,533628.2743970188,30,61.76198571357039,0,CASUAL
33.15672661488336,16764.861729544966,86854.1440255212,18,148.89739838673944,3,ARRIESGADO
59.719293689732716,17941.793646992708,16941.793646992708,1,31.318835820069378,1,CONSERVADOR
25.221120684795512,12010.721024536431,75.46835983164146,7,212.53547087774677,1,ARRIESGADO
35.99991430190839,15055.65180270928,156.57393974351908,7,220.59364906006655,1,ARRIESGADO
49.03085961219367,21828.112459086857,2268.523870725503,13,67.1799365222657,4,CASUAL
61.609524881479395,39753.89124173897,34355.25639606918,47,95.93829359659296,0,CASUAL
43.73970414686985,56865.36401506228,154621.91137688849,17,140.38641945193737,3,ARRIESGADO
41.45999887249827,25395.68344083238,601.7001067415331,7,153.65205548257416,2,ARRIESGADO
