edad,ingreso,egreso,intentos,duracion,i_juego
63.687264568398085,13560.742553501728,13269.330116048435,196,98.43553324867891,0
55.040538978788774,15814.216840458874,294.7242097441805,10,54.06029565570739,4
45.93460829462151,22753.0824988545,23632.488147403485,205,102.90987467892086,0
36.62483277174947,7068.089048337244,11915.319665951043,191,95.67590871927484,0
39.16463283292343,10953.16875580719,8953.16875580719,2,98.81057154346507,2
45.02845915896811,22545.93350970271,5452.76948595901,16,81.74558164552974,4
45.729072432760525,11322.854189670135,10082.854189670135,124,62.21899260568421,0
44.93870038954421,3546.2005353710333,546.2005353710333,6,92.88686472573366,3
39.49106794882858,22020.46849103988,20230.46849103988,179,89.68438709581176,0
44.37601451417694,7135.079031095437,11108.73238203192,6,99.39290806113817,3
57.18985862132426,31240.626925120865,14170.983748307359,1,77.41394671527735,2
39.70011135785486,11060.868365404429,1915.2274399556982,5,78.4676209028601,3
35.21942293915716,10640.81675878039,9950.992475070114,138,69.14770986951007,0
35.32255604300522,13251.463237848737,12032.412880825894,190,95.23240634059468,0
38.40439911727704,5327.326430573984,3327.326430573984,4,68.83404618492054,3
47.79662670157961,25138.908385041537,23788.908385041537,135,67.93888836937845,0
53.50102883524437,8388.14060600274,15404.25953782977,215,107.97223030425455,0
43.59931279811334,24064.531671255012,302.428801866192,16,82.15706832383351,4
36.335047962403905,34509.21342460054,218.47147291485726,42,213.77218072619027,4
49.49135613359717,8337.278992138301,23726.703846496468,216,108.46253934266961,0
43.73970414686985,56865.36401506228,60222.07782865997,5,237.9822480433885,2
50.56548704910044,5002.950924093284,3942.950924093284,106,53.038191029053294,0
44.86396114324649,51642.970880896886,464.94814316979046,15,226.0746400722873,3
53.50102883524437,8388.14060600274,2262.099246297297,1,74.43726771289984,2
38.30352852356475,55066.567405866976,7329.253306514864,3,214.33649583603787,1
53.350587468112366,11373.9002378346,1395.535131483266,6,97.29697277756608,3
44.93692749086128,6681.212062584105,89.68117128779465,6,95.09183633747887,3
37.95657852871241,10850.587271505265,8.526264346202424,13,68.57491864095007,4
49.562708952022305,15029.053650488517,14088.375908577662,189,94.51378654698404,0
35.25692150379081,38385.82938903498,5449.327901487203,3,194.17516077903232,1
32.62646787312146,29377.36176235998,11947.013311500668,3,180.657725328578,1
44.0479746074199,27364.64903945533,5575.802932036328,1,108.44486065774365,1
60.23663776478527,22563.749101206762,3785.6858190586445,5,83.4699143820204,3
52.0331011780673,16421.837025103272,303.46445311234675,13,205.4933181981687,3
53.1234132997682,20972.59928278919,240555.25546907753,4,71.23709440162753,3
37.95657852871241,10850.587271505265,9850.587271505265,1,68.96641207222656,2
44.0479746074199,27364.64903945533,1790.7041456639442,21,108.6820140526223,4
50.538561660032116,8018.105026057292,12361.57211267711,146,73.46443029483027,0
32.62646787312146,29377.36176235998,37725.058196548314,4,202.37822469663706,2
37.59186226707602,8918.898614751768,8423.864239509145,220,110.03286352976554,0
34.61211789795047,17713.708119896957,16713.708119896957,1,90.22092953591513,1
39.47891928511892,21720.60641124533,3700.6265882694497,1,74.64539373638118,2
45.20315998234624,17068.736496105117,5392.664083598702,3,142.89125324838315,2
60.23663776478527,22563.749101206762,32613.630223304455,154,77.32577369787181,0
62.44041087010834,18267.20919796963,26415.356613760836,190,95.36182103804032,0
39.70011135785486,11060.868365404429,7458.50992910708,4,70.35236589313024,3
40.435740438564075,10207.279847104728,4994.389373608719,1,67.8579991020705,2
35.32255604300522,13251.463237848737,22.43667592919155,4,70.59848236563221,3
46.24358632618915,19056.6163856484,1910.1524503599903,2,100.3187906896463,2
54.901328947153125,51558.256631244614,425.9903630074423,9,138.94192199541988,3
53.1234132997682,20972.59928278919,2268.1669552979292,16,82.40688889743062,4
44.13477713617865,20762.594380633436,85.1672379881602,21,109.62546408122651,4
59.956441370334694,10866.652808826559,5259.47066525499,4,61.969357086231426,3
50.796897791443335,29049.288629766503,27469.288629766503,158,79.25351313308398,0
41.45999887249827,25395.68344083238,23395.68344083238,2,169.12000453350623,1
37.272912857528084,10170.95325119173,76.4461608438412,31,159.27335613625672,4
26.231313441261054,8227.176788871646,15.452123724371631,26,134.13640981807018,4
55.14303883533461,14125.06664634737,697.2920405851658,13,65.66599572680532,4
40.92487407608531,39819.575076310226,37819.575076310226,2,154.06555001325208,1
36.335047962403905,34509.21342460054,2831.6453898483815,8,120.11862922462126,3
54.45876983713034,14278.417557156936,9915.795667832823,2,113.38554968535692,2
49.743472978718,53289.396383658146,59538.790133913826,3,175.6696981727388,2
55.127390539563706,34031.197970456786,32341.197970456786,169,84.78342513405491,0
37.67538013279543,41104.22594766114,359.06759209538245,40,201.92951611303533,4
36.7101116623899,23548.050232308728,4043.4946660101014,5,89.78642296404233,3
44.013153031904864,17745.511938853382,233.0315039899815,14,220.56824656439318,3
42.17371615592977,19804.23776982717,602.792513542262,8,130.4899672670658,3
35.42418161243366,55941.63623634219,13033.697488396552,27,136.00213661735773,4
42.53184223058925,8878.098609790926,11659.174029739814,142,71.35945629518585,0
40.73310230006199,39727.37645447547,99.44353000994852,10,157.1401508797935,3
29.307438726055366,12014.390044830521,9754.390044830521,226,113.10620241441293,0
42.242139861338245,17258.935824024225,126.78793349630519,18,90.48300099575826,4
39.510449038042594,5231.034112871651,3651.034112871651,158,79.28357482649629,0
56.75910771834607,21796.409150886204,11319.740038627862,5,79.74270647694291,3
43.73562436290366,9778.822746301445,496.6820348594947,9,142.03212036876545,3
46.79549484638679,4965.710798017194,2965.710798017194,4,63.57337741852973,3
34.15432087994233,7401.0963722429915,25.891609257649634,12,60.14134328545603,4
49.20179596988361,37149.78339766561,34.42902600531124,13,208.60741223112487,3
41.43336938926656,24606.16726027934,401764.2013605315,2,140.96587156631938,1
48.07384218627414,28807.327363700188,26727.327363700188,208,104.26510720947462,0
50.012489895674,7365.342431673107,15565.344069627201,163,81.50515159802328,0
51.7364893381375,15665.91773218106,9.561464780856113,7,119.52588814133641,3
46.79549484638679,4965.710798017194,3965.710798017194,1,64.21951688232893,2
27.445981554491933,15004.977006406822,11004.977006406822,4,185.57330483920015,2
29.965416007506057,13194.839539333021,336.3638015730796,40,202.11958811700393,4
36.33259597734899,12323.725242988417,10323.725242988417,2,170.26529287082394,1
42.25122453434065,8508.044156454022,20400.375819844732,225,112.91529813399686,0
43.31573568369527,21826.907286329035,28357.223877880046,127,63.97092422735264,0
53.19760609610189,4914.631001135315,5936.177494794245,234,117.11365984710045,0
36.335047962403905,34509.21342460054,19733.389436116457,3,153.89955020532068,2
37.59186226707602,8918.898614751768,7918.898614751768,1,68.51713932544251,2
31.365284553814156,26266.877035357113,4109.384668319086,3,184.04277221911082,1
34.59837119020518,5765.202495558783,4765.202495558783,1,107.10679572699507,1
37.59186226707602,8918.898614751768,10772.26719620749,190,95.10444281512903,0
36.62483277174947,7068.089048337244,6068.089048337244,1,91.09415258891663,1
23.768996499575582,6364.385571794398,226.0387187608576,12,184.66417307248616,3
48.234688478568955,25578.91628307812,14721.200107327284,1,74.33209611241935,1
50.73805862405058,5427.989546515055,4027.989546515055,140,70.21538285772095,0
39.110294535293214,24479.598304668092,169.5932648734738,13,202.0184043441088,3
46.15298722210791,27676.13054539008,25296.13054539008,238,119.2368059167195,0
51.882969302220886,5150.086969761459,136.6870894115018,11,55.0539979436679,4
47.440269381404946,5905.871310468693,98.68348432604495,2,97.77682790134956,2
39.01268233321571,10974.640757039913,8974.640757039913,2,164.96811548068393,1
50.56548704910044,5002.950924093284,45.652514714165136,6,99.70926426645299,3
34.61211789795047,17713.708119896957,6233.742338220143,1,78.82937403929034,2
34.02796953516966,16995.944166913177,399.44495815734285,23,119.59204367618142,4
43.11703141506333,26270.510481503665,159.5266039511273,19,97.5985618907138,4
36.20463656990948,28632.11098458149,747.4703092698437,5,79.93171896474324,3
54.315296133879656,20711.911761190277,745.9963221147855,7,118.26140926448127,3
42.933376968024334,22484.97484293577,14441.765184363147,1,64.76373620879768,2
